code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,No_of_Clicks,Score,final_result
AAA,2013J,2143752,F,South Region,Lower Than A Level,70-80%,35-55,0,60,N,15,50,Pass
AAA,2013J,2149225,M,Scotland,A Level or Equivalent,70-80%,35-55,0,210,Y,3,71,Withdrawn
AAA,2013J,2182846,F,London Region,A Level or Equivalent,70-80%,35-55,0,60,N,1,65,Pass
AAA,2013J,2369266,F,London Region,Lower Than A Level,70-80%,35-55,0,60,N,23,50,Pass
AAA,2013J,2562034,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,4,70,Pass
AAA,2013J,2574583,M,Yorkshire Region,Lower Than A Level,70-80%,35-55,0,60,N,1,66,Pass
AAA,2013J,2576122,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,210,N,1,64,Withdrawn
AAA,2014J,94961,M,South Region,Lower Than A Level,70-80%,35-55,1,60,N,5,74,Pass
AAA,2014J,125018,M,South Region,HE Qualification,70-80%,35-55,0,60,N,1,67,Pass
AAA,2014J,130547,F,South Region,A Level or Equivalent,70-80%,35-55,0,60,N,1,63,Pass
AAA,2014J,155984,F,East Anglian Region,Lower Than A Level,70-80%,0-35,1,120,N,1,85,Pass
AAA,2014J,167961,M,South West Region,HE Qualification,70-80%,55<=,0,60,N,1,87,Pass
AAA,2014J,174745,F,East Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,3,56,Pass
AAA,2014J,188278,M,Yorkshire Region,A Level or Equivalent,70-80%,35-55,1,60,N,2,76,Pass
AAA,2014J,273346,M,East Midlands Region,Lower Than A Level,70-80%,35-55,0,60,N,1,81,Pass
AAA,2014J,285315,M,East Anglian Region,HE Qualification,70-80%,0-35,0,60,N,1,86,Pass
AAA,2014J,287210,M,Scotland,A Level or Equivalent,70-80%,35-55,0,60,N,1,73,Pass
AAA,2014J,292525,M,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,1,84,Pass
AAA,2014J,295075,M,South Region,HE Qualification,70-80%,55<=,0,60,N,3,67,Pass
AAA,2014J,298838,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,60,N,1,68,Pass
AAA,2014J,303985,F,Scotland,HE Qualification,70-80%,0-35,1,60,N,2,67,Pass
AAA,2014J,342007,F,West Midlands Region,HE Qualification,70-80%,0-35,1,60,N,2,75,Pass
AAA,2014J,364957,F,East Anglian Region,HE Qualification,70-80%,35-55,0,60,N,4,51,Pass
AAA,2014J,383180,F,South Region,A Level or Equivalent,70-80%,0-35,0,210,N,1,83,Withdrawn
AAA,2014J,383600,M,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,3,78,Pass
AAA,2014J,398349,F,East Midlands Region,HE Qualification,70-80%,0-35,0,60,N,1,85,Pass
AAA,2014J,442064,F,South West Region,HE Qualification,70-80%,0-35,0,120,N,1,54,Pass
AAA,2014J,446108,M,South West Region,A Level or Equivalent,70-80%,0-35,0,120,N,1,64,Pass
AAA,2014J,447481,M,Ireland,A Level or Equivalent,70-80%,0-35,0,60,N,2,51,Pass
AAA,2014J,485962,F,East Anglian Region,HE Qualification,70-80%,0-35,0,120,N,1,72,Pass
AAA,2014J,500113,M,South East Region,A Level or Equivalent,70-80%,0-35,0,120,N,6,62,Pass
AAA,2014J,522482,F,Scotland,HE Qualification,70-80%,0-35,0,210,N,1,75,Withdrawn
AAA,2014J,570317,M,Wales,A Level or Equivalent,70-80%,0-35,0,120,N,2,79,Pass
AAA,2014J,596288,F,Scotland,HE Qualification,70-80%,0-35,0,120,N,1,85,Pass
AAA,2014J,628088,M,South East Region,A Level or Equivalent,70-80%,0-35,0,210,Y,5,80,Withdrawn
AAA,2014J,642878,M,South West Region,HE Qualification,70-80%,0-35,0,210,N,4,52,Withdrawn
AAA,2014J,677186,M,South East Region,HE Qualification,70-80%,0-35,0,60,N,1,52,Pass
AAA,2014J,1183831,M,South West Region,HE Qualification,70-80%,55<=,0,210,N,1,76,Withdrawn
AAA,2014J,2086400,M,Scotland,A Level or Equivalent,70-80%,35-55,0,60,N,4,66,Pass
AAA,2014J,2277857,F,West Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,2,73,Pass
AAA,2014J,2297896,F,West Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,1,60,Pass
AAA,2014J,2358969,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,1,60,N,1,68,Pass
AAA,2014J,2398313,M,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,N,39,72,Pass
AAA,2014J,2432796,F,East Anglian Region,HE Qualification,70-80%,35-55,0,60,N,1,63,Pass
AAA,2014J,2540168,F,East Midlands Region,HE Qualification,70-80%,35-55,0,210,N,8,44,Withdrawn
BBB,2013B,34431,F,Yorkshire Region,Lower Than A Level,70-80%,0-35,0,210,N,1,80,Withdrawn
BBB,2013B,96291,F,South Region,Lower Than A Level,70-80%,0-35,0,210,N,4,71,Withdrawn
BBB,2013B,108589,F,Ireland,A Level or Equivalent,70-80%,0-35,0,60,N,1,73,Pass
BBB,2013B,123860,F,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,60,Y,3,60,Pass
BBB,2013B,192424,M,Wales,A Level or Equivalent,70-80%,35-55,0,120,N,3,80,Pass
BBB,2013B,203481,F,West Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,1,79,Pass
BBB,2013B,298476,F,North Region,A Level or Equivalent,70-80%,0-35,2,130,N,1,73,Pass
BBB,2013B,325511,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,180,N,2,73,Pass
BBB,2013B,353093,F,Wales,Lower Than A Level,70-80%,35-55,0,60,N,1,73,Pass
BBB,2013B,370302,M,North Region,Lower Than A Level,70-80%,35-55,0,60,N,1,40,Fail
BBB,2013B,395107,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,210,N,5,80,Withdrawn
BBB,2013B,405471,M,South East Region,Lower Than A Level,70-80%,0-35,1,120,N,30,81,Pass
BBB,2013B,416007,F,Scotland,A Level or Equivalent,70-80%,0-35,2,120,N,1,70,Pass
BBB,2013B,421205,F,Wales,Lower Than A Level,70-80%,0-35,0,180,N,1,42,Fail
BBB,2013B,439857,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,3,75,Pass
BBB,2013B,475688,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,120,Y,2,49,Pass
BBB,2013B,476596,F,Yorkshire Region,Lower Than A Level,70-80%,35-55,0,60,N,1,73,Pass
BBB,2013B,482710,M,West Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,103,79,Pass
BBB,2013B,483309,M,South Region,A Level or Equivalent,70-80%,35-55,0,210,N,1,71,Withdrawn
BBB,2013B,484135,F,London Region,HE Qualification,70-80%,0-35,0,210,N,1,73,Withdrawn
BBB,2013B,485399,F,South Region,Lower Than A Level,70-80%,0-35,1,180,N,1,73,Pass
BBB,2013B,486650,F,East Midlands Region,HE Qualification,70-80%,0-35,0,210,N,2,71,Withdrawn
BBB,2013B,494278,F,North Western Region,Lower Than A Level,70-80%,35-55,0,60,N,6,91,Pass
BBB,2013B,498131,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,9,63,Pass
BBB,2013B,501550,F,West Midlands Region,A Level or Equivalent,70-80%,0-35,1,120,N,2,81,Pass
BBB,2013B,521096,F,Ireland,Lower Than A Level,70-80%,0-35,0,120,N,4,87,Pass
BBB,2013B,527227,F,Yorkshire Region,Lower Than A Level,70-80%,35-55,1,120,N,3,75,Pass
BBB,2013B,528353,F,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,60,N,1,84,Pass
BBB,2013B,528698,F,South East Region,Lower Than A Level,70-80%,35-55,0,120,N,2,76,Pass
BBB,2013B,530065,F,Yorkshire Region,A Level or Equivalent,70-80%,35-55,0,180,N,4,49,Pass
BBB,2013B,532396,F,South Region,HE Qualification,70-80%,0-35,0,210,N,1,85,Withdrawn
BBB,2013B,532950,F,South West Region,Lower Than A Level,70-80%,0-35,0,60,N,4,82,Pass
BBB,2013B,535407,F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,N,1,73,Pass
BBB,2013B,535468,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,3,75,Pass
BBB,2013B,536205,F,South Region,Lower Than A Level,70-80%,0-35,0,60,Y,1,79,Pass
BBB,2013B,536270,F,Scotland,Lower Than A Level,70-80%,0-35,0,210,N,1,69,Withdrawn
BBB,2013B,537414,F,South West Region,A Level or Equivalent,70-80%,0-35,0,120,N,3,64,Pass
BBB,2013B,537473,F,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,1,56,Pass
BBB,2013B,537898,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,1,53,Pass
BBB,2013B,539962,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,1,55,Fail
BBB,2013B,541073,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,Y,1,80,Pass
BBB,2013B,541794,F,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,2,89,Pass
BBB,2013B,542291,F,South East Region,HE Qualification,70-80%,0-35,0,60,N,2,73,Pass
BBB,2013B,546609,F,Scotland,HE Qualification,70-80%,35-55,0,60,N,3,71,Pass
BBB,2013B,547689,F,Wales,Lower Than A Level,70-80%,0-35,0,120,N,5,88,Pass
BBB,2013B,547697,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,1,91,Pass
BBB,2013B,548954,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,1,77,Pass
BBB,2013B,549047,F,South East Region,Lower Than A Level,70-80%,0-35,0,60,N,1,77,Pass
BBB,2013B,549862,F,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,1,78,Pass
BBB,2013B,550381,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,Y,2,71,Pass
BBB,2013B,550708,F,Wales,HE Qualification,70-80%,0-35,0,120,N,2,83,Pass
BBB,2013B,551702,F,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,210,N,4,49,Withdrawn
BBB,2013B,551714,F,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,4,76,Pass
BBB,2013B,551716,F,Scotland,HE Qualification,70-80%,35-55,0,60,N,1,76,Pass
BBB,2013B,551906,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,210,N,2,65,Withdrawn
BBB,2013B,552007,F,Yorkshire Region,A Level or Equivalent,70-80%,35-55,0,60,N,4,77,Pass
BBB,2013B,552902,M,South West Region,A Level or Equivalent,70-80%,0-35,0,60,N,3,68,Pass
BBB,2013B,554352,F,Wales,Lower Than A Level,70-80%,0-35,0,120,N,2,85,Pass
BBB,2013B,554894,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,1,79,Pass
BBB,2013B,555263,F,South West Region,A Level or Equivalent,70-80%,0-35,0,60,N,1,75,Pass
BBB,2013B,556301,F,South East Region,HE Qualification,70-80%,35-55,0,120,N,1,79,Pass
BBB,2013B,556992,F,South West Region,HE Qualification,70-80%,0-35,0,60,N,6,67,Pass
BBB,2013B,557285,F,South Region,Lower Than A Level,70-80%,35-55,0,60,N,7,58,Pass
BBB,2013B,558075,F,West Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,6,73,Pass
BBB,2013B,558163,F,South West Region,Lower Than A Level,70-80%,35-55,0,210,N,2,73,Withdrawn
BBB,2013B,558324,M,South West Region,Lower Than A Level,70-80%,35-55,0,210,N,3,80,Withdrawn
BBB,2013B,558622,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,19,71,Pass
BBB,2013B,559458,F,South Region,A Level or Equivalent,70-80%,35-55,0,120,N,4,75,Pass
BBB,2013B,560468,F,South East Region,A Level or Equivalent,70-80%,0-35,0,60,N,8,75,Pass
BBB,2013B,561138,F,West Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,19,70,Pass
BBB,2013B,561343,M,Wales,A Level or Equivalent,70-80%,0-35,0,60,N,3,76,Pass
BBB,2013B,562494,M,Wales,Lower Than A Level,70-80%,35-55,0,210,N,4,71,Withdrawn
BBB,2013B,1480800,F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,N,2,77,Pass
BBB,2013B,1730702,F,North Western Region,Lower Than A Level,70-80%,35-55,0,210,N,1,240,Withdrawn
BBB,2013B,2034350,M,Yorkshire Region,A Level or Equivalent,70-80%,35-55,0,210,N,11,87,Withdrawn
BBB,2013B,2300911,F,South West Region,Lower Than A Level,70-80%,35-55,0,210,N,8,75,Withdrawn
BBB,2013B,2302925,F,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,210,N,57,83,Withdrawn
BBB,2013B,2522093,F,Scotland,HE Qualification,70-80%,0-35,0,120,N,1,87,Distinction
BBB,2013B,2654302,M,West Midlands Region,A Level or Equivalent,70-80%,35-55,1,120,N,1,70,Pass
BBB,2013J,90243,F,Wales,HE Qualification,70-80%,35-55,0,60,N,2,51,Pass
BBB,2013J,97567,F,Wales,HE Qualification,70-80%,35-55,0,60,N,4,86,Pass
BBB,2013J,98268,F,Scotland,HE Qualification,70-80%,35-55,0,60,N,1,85,Pass
BBB,2013J,111942,F,South West Region,A Level or Equivalent,70-80%,35-55,0,120,N,7,77,Pass
BBB,2013J,178963,M,South West Region,A Level or Equivalent,70-80%,0-35,0,120,Y,3,85,Pass
BBB,2013J,203640,M,Yorkshire Region,Lower Than A Level,70-80%,0-35,0,60,N,4,63,Pass
BBB,2013J,276925,F,Wales,A Level or Equivalent,70-80%,35-55,0,210,N,1,71,Withdrawn
BBB,2013J,282038,F,North Western Region,Lower Than A Level,70-80%,0-35,0,210,N,1,65,Withdrawn
BBB,2013J,284906,F,East Midlands Region,A Level or Equivalent,70-80%,0-35,2,60,N,4,82,Pass
BBB,2013J,286690,F,Wales,Lower Than A Level,70-80%,0-35,2,60,N,4,73,Fail
BBB,2013J,304069,F,South East Region,A Level or Equivalent,70-80%,35-55,0,210,N,3,53,Withdrawn
BBB,2013J,314850,F,South East Region,A Level or Equivalent,70-80%,35-55,1,210,N,1,75,Withdrawn
BBB,2013J,316076,F,South West Region,A Level or Equivalent,70-80%,35-55,0,60,Y,1,88,Pass
BBB,2013J,318848,F,South East Region,Lower Than A Level,70-80%,35-55,0,60,N,1,78,Pass
BBB,2013J,325887,M,South East Region,Lower Than A Level,70-80%,0-35,0,60,Y,10,90,Pass
BBB,2013J,332257,F,East Midlands Region,Lower Than A Level,70-80%,0-35,1,210,N,1,71,Withdrawn
BBB,2013J,337151,F,London Region,A Level or Equivalent,70-80%,0-35,0,60,N,1,62,Pass
BBB,2013J,339608,F,East Anglian Region,A Level or Equivalent,70-80%,35-55,1,60,N,2,54,Pass
BBB,2013J,344568,F,West Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,1,70,Pass
BBB,2013J,345083,F,South Region,A Level or Equivalent,70-80%,35-55,0,210,Y,2,84,Withdrawn
BBB,2013J,430708,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,90,N,4,80,Pass
BBB,2013J,469878,F,South East Region,A Level or Equivalent,70-80%,0-35,0,60,N,12,79,Pass
BBB,2013J,472327,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,120,N,1,54,Pass
BBB,2013J,476278,F,Scotland,HE Qualification,70-80%,35-55,0,60,N,1,66,Pass
BBB,2013J,493465,F,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,2,50,Pass
BBB,2013J,495035,F,South Region,A Level or Equivalent,70-80%,0-35,0,60,Y,1,83,Pass
BBB,2013J,496442,F,West Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,1,77,Pass
BBB,2013J,514302,F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,N,11,77,Pass
BBB,2013J,516364,F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,210,N,1,84,Withdrawn
BBB,2013J,518496,F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,Y,1,87,Pass
BBB,2013J,520002,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,120,N,4,58,Pass
BBB,2013J,521957,F,Ireland,Lower Than A Level,70-80%,0-35,2,210,N,1,52,Withdrawn
BBB,2013J,532335,F,South Region,Lower Than A Level,70-80%,0-35,0,60,N,1,72,Pass
BBB,2013J,533301,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,Y,1,86,Pass
BBB,2013J,533449,M,Yorkshire Region,Lower Than A Level,70-80%,0-35,0,210,N,1,71,Withdrawn
BBB,2013J,536632,F,Ireland,HE Qualification,70-80%,0-35,0,60,N,1,77,Pass
BBB,2013J,550941,F,Wales,Lower Than A Level,70-80%,0-35,1,120,Y,1,81,Pass
BBB,2013J,551205,F,East Midlands Region,Lower Than A Level,70-80%,0-35,1,60,N,1,70,Pass
BBB,2013J,553825,F,South Region,Lower Than A Level,70-80%,0-35,0,120,N,1,80,Pass
BBB,2013J,553893,F,South Region,Lower Than A Level,70-80%,0-35,0,180,N,1,56,Fail
BBB,2013J,557652,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,120,N,1,42,Fail
BBB,2013J,559851,F,North Region,A Level or Equivalent,70-80%,0-35,0,60,N,1,76,Pass
BBB,2013J,561534,F,Scotland,HE Qualification,70-80%,35-55,0,60,N,1,80,Pass
BBB,2013J,563706,F,South East Region,A Level or Equivalent,70-80%,35-55,0,60,N,2,62,Pass
BBB,2013J,563794,F,East Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,1,85,Pass
BBB,2013J,564105,F,South West Region,A Level or Equivalent,70-80%,0-35,0,60,N,2,76,Pass
BBB,2013J,569854,F,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,2,75,Pass
BBB,2013J,570137,F,Scotland,Lower Than A Level,70-80%,35-55,0,60,N,2,81,Pass
BBB,2013J,574348,F,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,120,Y,2,95,Pass
BBB,2013J,575681,F,North Western Region,Lower Than A Level,70-80%,35-55,0,60,N,1,77,Pass
BBB,2013J,575927,F,East Midlands Region,HE Qualification,70-80%,0-35,0,210,N,1,87,Withdrawn
BBB,2013J,576483,F,South Region,A Level or Equivalent,70-80%,35-55,0,60,N,1,70,Pass
BBB,2013J,578546,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,60,N,1,65,Pass
BBB,2013J,581139,F,London Region,Lower Than A Level,70-80%,35-55,0,60,N,1,73,Pass
BBB,2013J,581657,F,Yorkshire Region,Lower Than A Level,70-80%,35-55,0,60,N,1,65,Pass
BBB,2013J,582190,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,1,62,Fail
BBB,2013J,582243,F,South West Region,Lower Than A Level,70-80%,35-55,0,210,N,1,70,Withdrawn
BBB,2013J,586078,F,South West Region,A Level or Equivalent,70-80%,0-35,0,60,N,1,52,Pass
BBB,2013J,593189,F,South Region,Lower Than A Level,70-80%,0-35,0,90,Y,2,42,Fail
BBB,2013J,593427,F,Ireland,Lower Than A Level,70-80%,35-55,0,75,N,1,71,Pass
BBB,2013J,594468,F,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,60,Y,2,89,Pass
BBB,2013J,595594,F,South Region,Lower Than A Level,70-80%,0-35,0,210,N,1,71,Withdrawn
BBB,2013J,595678,F,Wales,A Level or Equivalent,70-80%,0-35,0,60,N,7,69,Pass
BBB,2013J,596372,F,Wales,HE Qualification,70-80%,35-55,0,60,N,2,86,Pass
BBB,2013J,596535,F,West Midlands Region,HE Qualification,70-80%,0-35,0,60,N,1,78,Pass
BBB,2013J,598623,F,South East Region,Lower Than A Level,70-80%,0-35,0,60,N,2,80,Pass
BBB,2013J,599402,F,North Region,A Level or Equivalent,70-80%,0-35,0,60,N,3,55,Pass
BBB,2013J,600370,F,South West Region,HE Qualification,70-80%,0-35,0,120,N,3,70,Pass
BBB,2013J,2400428,F,South East Region,A Level or Equivalent,70-80%,35-55,0,210,N,3,100,Withdrawn
BBB,2013J,601251,F,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,2,95,Pass
BBB,2013J,601635,M,South East Region,HE Qualification,70-80%,0-35,0,60,N,1,85,Pass
BBB,2013J,2401706,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,210,Y,5,69,Withdrawn
BBB,2013J,605595,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,Y,1,55,Fail
BBB,2013J,606412,F,Ireland,Lower Than A Level,70-80%,0-35,0,60,N,1,68,Pass
BBB,2013J,606420,F,Ireland,Lower Than A Level,70-80%,0-35,0,60,N,2,59,Pass
BBB,2013J,2406736,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,210,N,1,90,Withdrawn
BBB,2013J,607725,F,South East Region,A Level or Equivalent,70-80%,0-35,0,60,N,3,70,Pass
BBB,2013J,608047,M,Scotland,Lower Than A Level,70-80%,35-55,0,60,N,1,59,Pass
BBB,2013J,608623,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,Y,2,55,Pass
BBB,2013J,609817,F,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,1,63,Pass
BBB,2013J,610260,F,South West Region,HE Qualification,70-80%,0-35,0,60,N,1,75,Pass
BBB,2013J,611012,F,South Region,A Level or Equivalent,70-80%,35-55,0,60,N,2,70,Pass
BBB,2013J,611060,F,Wales,HE Qualification,70-80%,35-55,0,60,N,1,67,Pass
BBB,2013J,612217,F,Yorkshire Region,Lower Than A Level,70-80%,35-55,0,180,N,3,81,Pass
BBB,2013J,613158,F,Ireland,Lower Than A Level,70-80%,35-55,0,60,N,1,74,Pass
BBB,2013J,614072,F,Wales,A Level or Equivalent,70-80%,0-35,0,60,N,1,73,Pass
BBB,2013J,619082,F,Ireland,HE Qualification,70-80%,0-35,0,60,N,3,72,Pass
BBB,2013J,1399285,F,Wales,Lower Than A Level,70-80%,35-55,0,60,N,1,79,Pass
BBB,2013J,1405594,F,North Western Region,Lower Than A Level,70-80%,35-55,0,120,N,1,87,Pass
BBB,2013J,1467014,M,Wales,Lower Than A Level,70-80%,35-55,0,60,N,1,75,Pass
BBB,2013J,1521687,F,South Region,HE Qualification,70-80%,35-55,0,120,N,2,43,Fail
BBB,2013J,1588208,F,North Western Region,Lower Than A Level,70-80%,35-55,0,210,N,1,58,Withdrawn
BBB,2013J,1946308,F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,N,8,69,Pass
BBB,2013J,2095379,M,South West Region,Lower Than A Level,70-80%,35-55,0,60,N,4,96,Pass
BBB,2013J,2111015,F,Ireland,Lower Than A Level,70-80%,35-55,0,60,N,1,62,Pass
BBB,2013J,2226301,F,Yorkshire Region,Lower Than A Level,70-80%,0-35,1,60,N,3,63,Pass
BBB,2013J,2452289,F,South East Region,Lower Than A Level,70-80%,35-55,0,60,N,2,80,Pass
BBB,2013J,2514379,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,1,73,Fail
BBB,2013J,2553890,F,East Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,1,72,Pass
BBB,2013J,2617839,F,Wales,A Level or Equivalent,70-80%,0-35,0,60,N,1,93,Pass
BBB,2014B,521957,F,Ireland,Lower Than A Level,70-80%,0-35,3,210,N,1,52,Withdrawn
BBB,2014B,546202,F,South Region,Lower Than A Level,70-80%,0-35,1,60,N,1,75,Pass
BBB,2014B,1588208,F,North Western Region,Lower Than A Level,70-80%,35-55,1,210,N,1,58,Withdrawn
BBB,2014B,1730702,F,North Western Region,Lower Than A Level,70-80%,35-55,2,120,N,1,60,Fail
BBB,2014J,34431,F,Yorkshire Region,Lower Than A Level,70-80%,0-35,1,210,N,1,80,Withdrawn
BBB,2014J,276925,F,Wales,A Level or Equivalent,70-80%,35-55,1,60,N,1,71,Pass
BBB,2014J,601706,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,1,120,Y,5,69,Pass
FFF,2013J,395107,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,210,N,5,80,Withdrawn
AAA,2013J,38053,M,Wales,A Level or Equivalent,80-90%,35-55,0,60,N,7,79,Pass
AAA,2013J,101781,M,South Region,Lower Than A Level,80-90%,35-55,0,60,N,5,84,Pass
AAA,2013J,106247,M,South Region,HE Qualification,80-90%,35-55,0,210,N,5,67,Withdrawn
AAA,2013J,110175,M,East Anglian Region,HE Qualification,80-90%,35-55,0,60,N,4,66,Pass
AAA,2013J,132976,F,East Anglian Region,Lower Than A Level,80-90%,35-55,0,120,N,5,63,Pass
AAA,2013J,144801,F,South Region,HE Qualification,80-90%,35-55,0,60,N,3,61,Pass
AAA,2013J,181316,F,South West Region,A Level or Equivalent,80-90%,35-55,0,210,N,2,76,Withdrawn
AAA,2013J,184271,M,South West Region,HE Qualification,80-90%,35-55,0,170,N,1,65,Pass
AAA,2013J,205350,M,South West Region,HE Qualification,80-90%,35-55,0,60,N,11,75,Pass
AAA,2013J,240712,M,London Region,HE Qualification,80-90%,0-35,0,80,N,1,82,Pass
AAA,2013J,2240355,F,London Region,A Level or Equivalent,80-90%,35-55,0,210,N,3,55,Withdrawn
AAA,2013J,271251,M,Scotland,A Level or Equivalent,80-90%,35-55,0,60,N,1,80,Pass
AAA,2013J,298696,F,South East Region,HE Qualification,80-90%,0-35,0,60,N,1,77,Pass
AAA,2013J,305539,F,Wales,Lower Than A Level,80-90%,0-35,0,210,N,1,71,Withdrawn
AAA,2013J,318933,F,East Anglian Region,HE Qualification,80-90%,0-35,0,120,N,8,70,Pass
AAA,2013J,333323,M,Scotland,HE Qualification,80-90%,0-35,0,60,N,1,77,Pass
AAA,2013J,339972,M,North Region,A Level or Equivalent,80-90%,0-35,0,60,N,2,68,Pass
AAA,2013J,350188,M,North Western Region,HE Qualification,80-90%,35-55,0,60,N,4,75,Pass
AAA,2013J,376581,F,South Region,A Level or Equivalent,80-90%,35-55,0,60,N,2,86,Pass
AAA,2013J,380953,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,1,73,Pass
AAA,2013J,388722,F,London Region,Lower Than A Level,80-90%,35-55,0,60,N,2,65,Pass
AAA,2013J,401869,F,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,3,55,Pass
AAA,2013J,442442,M,South West Region,HE Qualification,80-90%,0-35,0,210,N,1,39,Withdrawn
AAA,2013J,495284,M,South East Region,HE Qualification,80-90%,0-35,0,120,N,1,73,Pass
AAA,2013J,498857,M,North Western Region,HE Qualification,80-90%,35-55,0,60,N,5,77,Pass
AAA,2013J,969076,M,South West Region,A Level or Equivalent,80-90%,35-55,0,210,N,5,82,Withdrawn
AAA,2013J,1105478,M,Scotland,HE Qualification,80-90%,55<=,0,60,N,9,90,Pass
AAA,2013J,1518989,F,South East Region,Lower Than A Level,80-90%,35-55,0,60,N,1,78,Pass
AAA,2013J,1894188,F,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,1,76,Pass
AAA,2013J,2155014,F,West Midlands Region,Lower Than A Level,80-90%,0-35,0,60,Y,3,76,Pass
AAA,2013J,22552401,F,South Region,A Level or Equivalent,80-90%,35-55,0,210,N,10,71,Withdrawn
AAA,2013J,2367155,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,N,3,63,Pass
AAA,2013J,2412967,F,South Region,A Level or Equivalent,80-90%,35-55,0,60,N,6,80,Pass
AAA,2013J,2456480,M,Scotland,Lower Than A Level,80-90%,35-55,0,120,N,1,40,Fail
AAA,2013J,2457256,M,South Region,Lower Than A Level,80-90%,35-55,0,180,N,1,60,Pass
AAA,2013J,2481901,M,Wales,Lower Than A Level,80-90%,35-55,0,60,N,4,82,Pass
AAA,2013J,2532302,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,1,69,Pass
